,TestStatistic,1840pad,1840pbe,1840pcf,10310_4134pa,ski2008pa,23182pa,7207_339pa,SCRAPIE,9914_1261pa,2867pbd,2867pac,SCA,19677_1261pa,19677_1261pb,HD,14499pab,AllIndStudies,Meta,TestStatistic
NM_001017393,2.33779184999055,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2.33779184999055
NM_001025307,-1.00363179270911,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1.00363179270911
NM_001029873,1.27898749818801,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.27898749818801
NM_001034030,-0.64828350721411,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.64828350721411
NM_001037722,-2.17917748419677,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-2.17917748419677
NM_001037759,-1.97413569840981,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1.97413569840981
NM_001038612,1.35351147677563,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.35351147677563
NM_001038663,0.51043813367389,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.51043813367389
NM_001039181,1.96657056286111,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.96657056286111
NM_001039390,0.487737703673358,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.487737703673358
NM_001040631,-4.16252559556338,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-4.16252559556338
NM_001042673,2.81014233290213,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2.81014233290213
NM_001045959,2.44023182640815,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2.44023182640815
NM_001048139,1.22596995808521,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.22596995808521
NM_001077361,2.85091713015064,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2.85091713015064
NM_001077633,1.73135450036489,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.73135450036489
NM_001080746,-0.077798282430912,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.077798282430912
NM_001081144,1.40092701753834,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.40092701753834
NM_001081256,-1.67246385623527,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1.67246385623527
NM_001083918,-2.89008160885936,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,-2.89008160885936
NM_001099644,0.81615797420587,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.81615797420587
NM_001109975,1.60125402794678,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.60125402794678
NM_001111314,0.584112652527215,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.584112652527215
NM_001111331,-0.053342122852374,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.053342122852374
NM_001113208,0.141619717131158,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.141619717131158
NM_001113325,-1.10485875906661,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1.10485875906661
NM_001122758,-1.61244356857236,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1.61244356857236
NM_001122949,2.16569417015006,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2.16569417015006
NM_001128599,2.89450070619538,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2.89450070619538
NM_001130477,0.932897470634347,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.932897470634347
NM_001136078,1.1908471957448,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.1908471957448
NM_001142655,-0.090826004786053,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.090826004786053
NM_001142937,1.82990692121127,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.82990692121127
NM_007542,1.33820825002564,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.33820825002564
NM_007661,0.647441457839092,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.647441457839092
NM_007921,1.16725936132031,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.16725936132031
NM_007930,1.48782868069713,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.48782868069713
NM_008070,1.2846073067694,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.2846073067694
NM_008072,1.66383088666227,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.66383088666227
NM_008090,1.89500571174576,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.89500571174576
NM_008170,-0.32838046973974,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.32838046973974
NM_008420,1.80464653024551,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.80464653024551
NM_008580,2.5014326824375,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2.5014326824375
NM_008675,-3.91502206158707,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-3.91502206158707
NM_008702,-1.39496947398341,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1.39496947398341
NM_008902,-1.0153918537201,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1.0153918537201
NM_009027,-0.273490564544822,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.273490564544822
NM_009072,1.75084294948702,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.75084294948702
NM_009357,-2.44394716162701,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-2.44394716162701
NM_009392,1.01315776354762,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.01315776354762
NM_009459,-3.5949675100711,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-3.5949675100711
NM_009554,2.20620456456741,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2.20620456456741
NM_009620,-1.7677730140819,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1.7677730140819
NM_009755,-1.59025024586382,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1.59025024586382
NM_009889,1.70907047106518,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.70907047106518
NM_010102,3.25083051471817,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3.25083051471817
NM_010123,2.0225288859919,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2.0225288859919
NM_010158,-1.13243072211586,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1.13243072211586
NM_010208,2.26119534076223,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2.26119534076223
NM_010500,-0.543905872517576,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.543905872517576
NM_011035,1.71763985905428,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.71763985905428
NM_011217,0.27230573619665,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.27230573619665
NM_011246,0.241797971922538,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.241797971922538
NM_011261,-0.799543657158887,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.799543657158887
NM_011262,-1.09320199530099,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1.09320199530099
NM_011268,1.4891999222211,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.4891999222211
NM_011351,3.00581110473982,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3.00581110473982
NM_011366,-2.42053918957241,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-2.42053918957241
NM_011412,-0.141108084038624,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.141108084038624
NM_011419,1.04941294485784,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.04941294485784
NM_011495,-2.18682166176153,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-2.18682166176153
NM_011639,0.688104388028539,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.688104388028539
NM_011749,2.68339018279927,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2.68339018279927
NM_011774,1.08624137415313,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.08624137415313
NM_011775,-1.54024698027607,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1.54024698027607
NM_011780,1.00479403930321,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.00479403930321
NM_011789,-2.7640219165949,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-2.7640219165949
NM_011952,-2.63705928629998,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-2.63705928629998
NM_011982,2.60858311630443,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2.60858311630443
NM_011991,2.22968176550565,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2.22968176550565
NM_013692,-0.480670573918553,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.480670573918553
NM_013770,-3.08843058349548,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-3.08843058349548
NM_013772,1.72655070154377,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.72655070154377
NM_013814,0.323139819966334,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.323139819966334
NM_013904,-0.647077889600439,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.647077889600439
NM_013912,0.196811466165818,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.196811466165818
NM_015806,0.939620672435988,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.939620672435988
NM_016681,-3.39113902500404,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-3.39113902500404
NM_016747,-2.01409174999479,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-2.01409174999479
NM_016899,-1.46589173174322,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1.46589173174322
NM_016961,3.68315720339605,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3.68315720339605
NM_018805,-1.48640895763117,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,-1.48640895763117
NM_018869,-0.611988354402711,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.611988354402711
NM_019413,-0.85755290951251,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,-0.85755290951251
NM_019431,-1.00999255007519,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1.00999255007519
NM_019432,1.06493483056448,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.06493483056448
NM_019442,-2.84149621981336,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-2.84149621981336
NM_019464,1.10753249028406,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.10753249028406
NM_019488,-0.245311136587535,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.245311136587535
NM_019682,1.65786561914601,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.65786561914601
NM_019697,0.644238091176632,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.644238091176632
NM_019726,0.827170192020645,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.827170192020645
NM_019732,2.78562336019215,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2.78562336019215
NM_019767,0.481086635610687,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.481086635610687
NM_019960,0.620537902377879,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.620537902377879
NM_019965,-0.557442838338113,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.557442838338113
NM_019968,2.61897564178969,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2.61897564178969
NM_021344,1.44902074336286,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.44902074336286
NM_021380,1.36232508791121,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.36232508791121
NM_021438,1.68909099588998,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.68909099588998
NM_021896,1.07659219806585,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.07659219806585
NM_022995,-0.79612773814148,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.79612773814148
NM_023055,0.035332263081254,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.035332263081254
NM_023200,1.9109079851679,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.9109079851679
NM_023245,-1.19467778011576,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1.19467778011576
NM_023595,2.02505089555261,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2.02505089555261
NM_023625,-2.86807041723519,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-2.86807041723519
NM_023655,1.87415908758694,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.87415908758694
NM_024222,1.34063053731846,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.34063053731846
NM_024478,-1.3670023109714,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1.3670023109714
NM_025536,2.60686844432509,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2.60686844432509
NM_025660,-1.38958727438014,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1.38958727438014
NM_025824,0.543473296014841,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.543473296014841
NM_025964,-2.60233561517253,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,-2.60233561517253
NM_025976,1.13310129560428,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.13310129560428
NM_026056,-1.49468385057899,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1.49468385057899
NM_026079,2.65339115203425,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2.65339115203425
NM_026173,-0.902445616226934,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.902445616226934
NM_026180,2.09841012967547,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2.09841012967547
NM_026342,-2.21736544032388,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,-2.21736544032388
NM_026380,2.7215291122255,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2.7215291122255
NM_026400,0.835130545413223,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.835130545413223
NM_026598,-1.9049790567718,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1.9049790567718
NM_026746,0.389707005227545,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.389707005227545
NM_027853,1.28727232213414,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.28727232213414
NM_028221,2.61846391420634,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2.61846391420634
NM_028557,-1.89830375011381,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1.89830375011381
NM_028809,1.58166531930382,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.58166531930382
NM_029478,1.34056635681372,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.34056635681372
NM_029530,-1.59766362616413,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1.59766362616413
NM_029643,2.78812745492738,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2.78812745492738
NM_029667,-2.3417599257977,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-2.3417599257977
NM_029701,2.42389559903661,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2.42389559903661
NM_030084,-1.3391489393547,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1.3391489393547
NM_030685,-0.033569221865708,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.033569221865708
NM_030704,-0.973596120000987,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.973596120000987
NM_030887,1.83302528381256,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.83302528381256
NM_031874,1.22805148338484,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.22805148338484
NM_053260,-1.30042223342056,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,-1.30042223342056
NM_054046,-1.39462054894538,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1.39462054894538
NM_080557,-2.97938214160392,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,-2.97938214160392
NM_080728,-1.83829580627401,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1.83829580627401
NM_133246,1.24113546901578,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.24113546901578
NM_133664,1.42941211094731,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.42941211094731
NM_133768,0.790071230730784,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.790071230730784
NM_138596,0.510828716314247,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.510828716314247
NM_138682,2.00519630206932,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2.00519630206932
NM_139153,-1.34035286954148,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1.34035286954148
NM_139236,-1.92405083232877,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1.92405083232877
NM_144549,0.366713780602295,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.366713780602295
NM_144797,-2.09992239489567,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-2.09992239489567
NM_144921,-1.37037567253246,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1.37037567253246
NM_145437,1.73045908557078,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.73045908557078
NM_145466,0.717849953246367,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.717849953246367
NM_145496,1.90478365096205,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.90478365096205
NM_145542,2.70597778119138,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2.70597778119138
NM_145706,-2.01731231555347,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-2.01731231555347
NM_146030,1.53809473610804,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.53809473610804
NM_146101,-0.854037179893905,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.854037179893905
NM_153143,-1.02147564203606,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1.02147564203606
NM_153419,-1.13169257865117,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1.13169257865117
NM_153576,-0.486409918783228,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.486409918783228
NM_153680,-0.910458846297602,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.910458846297602
NM_172290,-1.01590461925512,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1.01590461925512
NM_172413,0.338605843672134,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.338605843672134
NM_172480,0.211102468829757,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.211102468829757
NM_172551,-0.159633856152342,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.159633856152342
NM_172578,-2.23809921106882,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-2.23809921106882
NM_172665,-1.13712319221063,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1.13712319221063
NM_172882,1.53435356752604,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.53435356752604
NM_175103,1.21915077224196,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.21915077224196
NM_178337,2.55080327487323,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2.55080327487323
NM_199018,1.28225743409026,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.28225743409026
NM_199149,1.40177323927447,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.40177323927447
NM_207255,1.39404429065829,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.39404429065829
NM_211355,-2.53220945719344,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-2.53220945719344
NR_003552,-1.19290420433856,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1.19290420433856
NM_144783,-3.05424924639101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,-3.05424924639101
NM_133726,2.62924173364906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.62924173364906
